"country" "District" "year" "n" "x" "Locus" "WT" "min_year" "nobs" "prev" "adj_year" "wt_med" "lrsmed"
"247" "Cambodia" "Preah Vihear" 2014 7 0 "R539T" 1 2011 1 0 3 NA NA
"248" "Cambodia" "Preah Vihear" 2015 3 0 "R539T" 1 2011 1 0 4 NA NA
"249" "Cambodia" "Preah Vihear" 2016 5 0 "R539T" 0 2011 1 NA 5 NA NA
"250" "Cambodia" "Pursat" 2007 26 1 "R539T" 15 2007 5 0.0625 0 1.84615384615385 -2.70805020110221
"251" "Cambodia" "Pursat" 2009 19 1 "R539T" 6 2007 5 0.142857142857143 2 2.52631578947368 -1.79175946922805
"252" "Cambodia" "Pursat" 2010 107 5 "R539T" 24 2007 5 0.172413793103448 3 14.9719626168224 -1.56861591791385
"253" "Cambodia" "Pursat" 2011 101 10 "R539T" 22 2007 5 0.3125 4 21.8613861386139 -0.78845736036427
"254" "Cambodia" "Pursat" 2012 30 0 "R539T" 8 2007 5 0 5 NA NA
"255" "Cambodia" "Pursat" 2013 42 1 "R539T" 9 2007 5 0.1 6 3.61904761904762 -2.19722457733622
"256" "Cambodia" "Pursat" 2014 33 0 "R539T" 4 2007 5 0 7 NA NA
"257" "Cambodia" "Pursat" 2015 18 0 "R539T" 3 2007 5 0 8 NA NA
"258" "Cambodia" "Pursat" 2016 52 0 "R539T" 4 2007 5 0 9 NA NA
"259" "Cambodia" "Pursat" 2017 29 0 "R539T" 2 2007 5 0 10 NA NA
"260" "Cambodia" "Pursat" 2018 3 0 "R539T" 0 2007 5 NA 11 NA NA
"261" "Cambodia" "Ratanakiri" 2010 50 0 "R539T" 49 2017 1 0 -7 NA NA
"262" "Cambodia" "Ratanakiri" 2011 78 0 "R539T" 74 2017 1 0 -6 NA NA
"263" "Cambodia" "Ratanakiri" 2012 27 0 "R539T" 25 2017 1 0 -5 NA NA
"264" "Cambodia" "Ratanakiri" 2013 13 0 "R539T" 12 2017 1 0 -4 NA NA
"265" "Cambodia" "Ratanakiri" 2014 26 0 "R539T" 23 2017 1 0 -3 NA NA
"266" "Cambodia" "Ratanakiri" 2016 80 0 "R539T" 20 2017 1 0 -1 NA NA
"267" "Cambodia" "Ratanakiri" 2017 73 1 "R539T" 11 2017 1 0.0833333333333333 0 NA -2.39789527279837
"268" "Cambodia" "Ratanakiri" 2018 5 0 "R539T" 2 2017 1 0 1 NA NA
"269" "Laos" "Attapeu" 2011 59 1 "R539T" 58 2011 4 0.0169491525423729 0 0.983050847457627 -4.06044301054642
"270" "Laos" "Attapeu" 2012 25 1 "R539T" 24 2011 4 0.04 1 0.96 -3.17805383034795
"271" "Laos" "Attapeu" 2017 65 2 "R539T" 40 2011 4 0.0476190476190476 6 2.86153846153846 -2.99573227355399
"272" "Laos" "Attapeu" 2018 54 8 "R539T" 15 2011 4 0.347826086956522 7 12.3148148148148 -0.628608659422374
"273" "Laos" "Champasak" 2017 92 2 "R539T" 17 2017 1 0.105263157894737 0 NA -2.14006616349627
"274" "Laos" "Champasak" 2018 113 0 "R539T" 51 2017 1 0 1 NA NA
"275" "Thailand" "Ranong" 2011 9 0 "R539T" 1 2012 1 0 -1 NA NA
"276" "Thailand" "Ranong" 2012 11 1 "R539T" 8 2012 1 0.111111111111111 0 NA -2.07944154167984
"277" "Thailand" "Sisakhet" 2011 5 2 "R539T" 0 2011 3 1 0 NA NA
"278" "Thailand" "Sisakhet" 2012 12 10 "R539T" 0 2011 3 1 1 NA NA
"279" "Thailand" "Sisakhet" 2013 3 3 "R539T" 0 2011 3 1 2 NA NA
"280" "Thailand" "Sisakhet" 2015 16 0 "R539T" 0 2011 3 NA 4 NA NA
"281" "Thailand" "Sisakhet" 2016 5 0 "R539T" 0 2011 3 NA 5 NA NA
"282" "Thailand" "Sisakhet" 2017 18 0 "R539T" 0 2011 3 NA 6 NA NA
"283" "Vietnam" "Binh Phuoc" 2005 8 0 "R539T" 4 2011 1 0 -6 NA NA
"284" "Vietnam" "Binh Phuoc" 2009 13 0 "R539T" 10 2011 1 0 -2 NA NA
"285" "Vietnam" "Binh Phuoc" 2010 73 0 "R539T" 54 2011 1 0 -1 NA NA
"286" "Vietnam" "Binh Phuoc" 2011 116 6 "R539T" 72 2011 1 0.0769230769230769 0 NA -2.484906649788
"287" "Vietnam" "Binh Phuoc" 2012 25 0 "R539T" 17 2011 1 0 1 NA NA
"288" "Vietnam" "Binh Phuoc" 2014 5 0 "R539T" 0 2011 1 NA 3 NA NA
"289" "Vietnam" "Binh Phuoc" 2015 41 0 "R539T" 5 2011 1 0 4 NA NA
"290" "Vietnam" "Binh Phuoc" 2016 61 0 "R539T" 5 2011 1 0 5 NA NA
"291" "Vietnam" "Binh Phuoc" 2017 83 0 "R539T" 6 2011 1 0 6 NA NA
"292" "Vietnam" "Binh Phuoc" 2018 201 0 "R539T" 7 2011 1 0 7 NA NA
"293" "Vietnam" "Gia Lai" 2015 34 0 "R539T" 9 2017 1 0 -2 NA NA
"294" "Vietnam" "Gia Lai" 2016 5 0 "R539T" 1 2017 1 0 -1 NA NA
"295" "Vietnam" "Gia Lai" 2017 181 1 "R539T" 64 2017 1 0.0153846153846154 0 NA -4.15888308335967
"296" "Vietnam" "Gia Lai" 2018 110 0 "R539T" 16 2017 1 0 1 NA NA
"297" "Cambodia" "Battambang" 2008 20 2 "other_K13" 6 2008 2 0.25 0 NA -1.09861228866811
"298" "Cambodia" "Battambang" 2009 31 2 "other_K13" 6 2008 2 0.25 1 NA -1.09861228866811
"299" "Cambodia" "Pailin" 2007 3 1 "other_K13" 1 2007 5 0.5 0 0.666666666666667 0
"300" "Cambodia" "Pailin" 2008 24 1 "other_K13" 4 2007 5 0.2 1 3.95833333333333 -1.38629436111989
"301" "Cambodia" "Pailin" 2009 13 5 "other_K13" 2 2007 5 0.714285714285714 2 2.76923076923077 0.916290731874155
"302" "Cambodia" "Pailin" 2010 10 0 "other_K13" 0 2007 5 NA 3 NA NA
"303" "Cambodia" "Pailin" 2011 49 2 "other_K13" 3 2007 5 0.4 4 11.8367346938776 -0.405465108108164
"304" "Cambodia" "Pailin" 2012 31 0 "other_K13" 4 2007 5 0 5 NA NA
"305" "Cambodia" "Pailin" 2015 15 1 "other_K13" 1 2007 5 0.5 8 3.73333333333333 0
"306" "Cambodia" "Pailin" 2016 22 0 "other_K13" 0 2007 5 NA 9 NA NA
"307" "Cambodia" "Pailin" 2017 24 0 "other_K13" 2 2007 5 0 10 NA NA
"308" "Cambodia" "Preah Vihear" 2011 73 4 "other_K13" 51 2011 2 0.0727272727272727 0 NA -2.54553127160444
"309" "Cambodia" "Preah Vihear" 2012 41 2 "other_K13" 32 2011 2 0.0588235294117647 1 NA -2.77258872223978
"310" "Cambodia" "Preah Vihear" 2013 20 0 "other_K13" 12 2011 2 0 2 NA NA
"311" "Cambodia" "Preah Vihear" 2014 7 0 "other_K13" 1 2011 2 0 3 NA NA
"312" "Cambodia" "Preah Vihear" 2015 3 0 "other_K13" 1 2011 2 0 4 NA NA
"313" "Cambodia" "Preah Vihear" 2016 5 0 "other_K13" 0 2011 2 NA 5 NA NA
"314" "Cambodia" "Pursat" 2007 26 6 "other_K13" 15 2007 7 0.285714285714286 0 5.11538461538461 -0.916290731874155
"315" "Cambodia" "Pursat" 2009 19 6 "other_K13" 6 2007 7 0.5 2 4.73684210526316 0
"316" "Cambodia" "Pursat" 2010 107 23 "other_K13" 24 2007 7 0.48936170212766 3 26.7289719626168 -0.0425596144187961
"317" "Cambodia" "Pursat" 2011 101 6 "other_K13" 22 2007 7 0.214285714285714 4 17.2079207920792 -1.29928298413026
"318" "Cambodia" "Pursat" 2012 30 5 "other_K13" 8 2007 7 0.384615384615385 5 7.2 -0.470003629245736
"319" "Cambodia" "Pursat" 2013 42 6 "other_K13" 9 2007 7 0.4 6 10.1190476190476 -0.405465108108164
"320" "Cambodia" "Pursat" 2014 33 0 "other_K13" 4 2007 7 0 7 NA NA
"321" "Cambodia" "Pursat" 2015 18 0 "other_K13" 3 2007 7 0 8 NA NA
"322" "Cambodia" "Pursat" 2016 52 0 "other_K13" 4 2007 7 0 9 NA NA
"323" "Cambodia" "Pursat" 2017 29 4 "other_K13" 2 2007 7 0.666666666666667 10 6.55172413793103 0.693147180559945
"324" "Cambodia" "Pursat" 2018 3 0 "other_K13" 0 2007 7 NA 11 NA NA
"325" "Cambodia" "Ratanakiri" 2010 50 0 "other_K13" 49 2014 3 0 -4 NA NA
"326" "Cambodia" "Ratanakiri" 2011 78 0 "other_K13" 74 2014 3 0 -3 NA NA
"327" "Cambodia" "Ratanakiri" 2012 27 0 "other_K13" 25 2014 3 0 -2 NA NA
"328" "Cambodia" "Ratanakiri" 2013 13 0 "other_K13" 12 2014 3 0 -1 NA NA
"329" "Cambodia" "Ratanakiri" 2014 26 1 "other_K13" 23 2014 3 0.0416666666666667 0 0.961538461538461 -3.13549421592915
"330" "Cambodia" "Ratanakiri" 2016 80 1 "other_K13" 20 2014 3 0.0476190476190476 2 3.8 -2.99573227355399
"331" "Cambodia" "Ratanakiri" 2017 73 2 "other_K13" 11 2014 3 0.153846153846154 3 9.34246575342466 -1.70474809223843
"332" "Cambodia" "Ratanakiri" 2018 5 0 "other_K13" 2 2014 3 0 4 NA NA
"333" "Laos" "Salavan" 2017 100 8 "other_K13" 67 2017 1 0.106666666666667 0 NA -2.12525107771113
"334" "Laos" "Salavan" 2018 42 0 "other_K13" 30 2017 1 0 1 NA NA
"335" "Laos" "Sekong" 2015 7 3 "other_K13" 2 2015 3 0.6 0 1.71428571428571 0.405465108108164
"336" "Laos" "Sekong" 2016 3 0 "other_K13" 3 2015 3 0 1 NA NA
"337" "Laos" "Sekong" 2017 12 9 "other_K13" 3 2015 3 0.75 2 2.25 1.09861228866811
"338" "Laos" "Sekong" 2018 2 1 "other_K13" 1 2015 3 0.5 3 0.5 0
"339" "Myanmar" "Bago" 2011 12 2 "other_K13" 10 2011 2 0.166666666666667 0 NA -1.6094379124341
"340" "Myanmar" "Bago" 2012 48 7 "other_K13" 41 2011 2 0.145833333333333 1 NA -1.76766191764899
"341" "Myanmar" "Bago" 2013 1 0 "other_K13" 1 2011 2 0 2 NA NA
"342" "Myanmar" "Bago" 2015 10 0 "other_K13" 10 2011 2 0 4 NA NA
"343" "Myanmar" "Bago" 2016 16 0 "other_K13" 16 2011 2 0 5 NA NA
"344" "Myanmar" "Bago" 2017 2 0 "other_K13" 2 2011 2 0 6 NA NA
"345" "Myanmar" "Kachin" 2013 11 9 "other_K13" 2 2013 2 0.818181818181818 0 NA 1.50407739677627
"346" "Myanmar" "Kachin" 2014 15 9 "other_K13" 6 2013 2 0.6 1 NA 0.405465108108164
"347" "Myanmar" "Kayin" 2015 1 0 "other_K13" 1 2016 2 0 -1 NA NA
"348" "Myanmar" "Kayin" 2016 366 94 "other_K13" 265 2016 2 0.261838440111421 0 NA -1.03643504371622
"349" "Myanmar" "Kayin" 2017 254 64 "other_K13" 183 2016 2 0.259109311740891 1 NA -1.05060306948175
"350" "Myanmar" "Mandalay" 2012 3 0 "other_K13" 3 2013 5 0 -1 NA NA
"351" "Myanmar" "Mandalay" 2013 54 18 "other_K13" 36 2013 5 0.333333333333333 0 12 -0.693147180559945
"352" "Myanmar" "Mandalay" 2014 17 5 "other_K13" 12 2013 5 0.294117647058824 1 3.52941176470588 -0.8754687373539
"353" "Myanmar" "Mandalay" 2015 14 2 "other_K13" 12 2013 5 0.142857142857143 2 1.71428571428571 -1.79175946922805
"354" "Myanmar" "Mandalay" 2016 20 2 "other_K13" 18 2013 5 0.1 3 1.8 -2.19722457733622
"355" "Myanmar" "Mandalay" 2017 6 4 "other_K13" 2 2013 5 0.666666666666667 4 1.33333333333333 0.693147180559945
"356" "Myanmar" "Sagaing" 2012 37 13 "other_K13" 24 2012 1 0.351351351351351 0 NA -0.613104472886409
"357" "Myanmar" "Shan" 2011 13 1 "other_K13" 12 2011 2 0.0769230769230769 0 NA -2.484906649788
"358" "Myanmar" "Shan" 2012 16 4 "other_K13" 12 2011 2 0.25 1 NA -1.09861228866811
"359" "Myanmar" "Tanintharyi" 2011 50 7 "other_K13" 30 2011 1 0.189189189189189 0 NA -1.45528723260684
"360" "Thailand" "Ranong" 2011 9 2 "other_K13" 1 2011 2 0.666666666666667 0 NA 0.693147180559945
"361" "Thailand" "Ranong" 2012 11 1 "other_K13" 8 2011 2 0.111111111111111 1 NA -2.07944154167984
"362" "Thailand" "Tak" 2001 35 0 "other_K13" 35 2003 9 0 -2 NA NA
"363" "Thailand" "Tak" 2002 50 0 "other_K13" 50 2003 9 0 -1 NA NA
"364" "Thailand" "Tak" 2003 76 2 "other_K13" 74 2003 9 0.0263157894736842 0 1.94736842105263 -3.61091791264422
"365" "Thailand" "Tak" 2004 74 0 "other_K13" 74 2003 9 0 1 NA NA
"366" "Thailand" "Tak" 2005 48 1 "other_K13" 47 2003 9 0.0208333333333333 2 0.979166666666667 -3.85014760171006
"367" "Thailand" "Tak" 2006 2 0 "other_K13" 2 2003 9 0 3 NA NA
"368" "Thailand" "Tak" 2007 27 1 "other_K13" 26 2003 9 0.037037037037037 4 0.962962962962963 -3.25809653802148
"369" "Thailand" "Tak" 2008 261 19 "other_K13" 242 2003 9 0.0727969348659004 5 17.6168582375479 -2.54449874699025
"370" "Thailand" "Tak" 2009 16 1 "other_K13" 15 2003 9 0.0625 6 0.9375 -2.70805020110221
"371" "Thailand" "Tak" 2010 14 0 "other_K13" 14 2003 9 0 7 NA NA
"372" "Thailand" "Tak" 2011 47 11 "other_K13" 31 2003 9 0.261904761904762 8 8.93617021276596 -1.03609193168678
"373" "Thailand" "Tak" 2012 93 23 "other_K13" 42 2003 9 0.353846153846154 9 21.2903225806452 -0.602175402354219
"374" "Thailand" "Tak" 2013 111 22 "other_K13" 34 2003 9 0.392857142857143 10 26.5585585585586 -0.435318071257846
"375" "Thailand" "Tak" 2014 5 0 "other_K13" 0 2003 9 NA 11 NA NA
"376" "Thailand" "Tak" 2015 9 0 "other_K13" 6 2003 9 0 12 NA NA
"377" "Thailand" "Tak" 2016 1 0 "other_K13" 1 2003 9 0 13 NA NA
"378" "Thailand" "Tak" 2017 1 1 "other_K13" 0 2003 9 1 14 NA NA
"379" "Vietnam" "Binh Phuoc" 2005 8 4 "other_K13" 4 2005 8 0.5 0 2 0
"380" "Vietnam" "Binh Phuoc" 2009 13 3 "other_K13" 10 2005 8 0.230769230769231 4 2.30769230769231 -1.20397280432594
"381" "Vietnam" "Binh Phuoc" 2010 73 17 "other_K13" 54 2005 8 0.23943661971831 5 13.041095890411 -1.15577070250806
"382" "Vietnam" "Binh Phuoc" 2011 116 29 "other_K13" 72 2005 8 0.287128712871287 6 23.6120689655172 -0.909370289029581
"383" "Vietnam" "Binh Phuoc" 2012 25 7 "other_K13" 17 2005 8 0.291666666666667 7 5.04 -0.887303195000903
"384" "Vietnam" "Binh Phuoc" 2014 5 1 "other_K13" 0 2005 8 1 9 NA NA
"385" "Vietnam" "Binh Phuoc" 2015 41 3 "other_K13" 5 2005 8 0.375 10 9.51219512195122 -0.510825623765991
"386" "Vietnam" "Binh Phuoc" 2016 61 0 "other_K13" 5 2005 8 0 11 NA NA
"387" "Vietnam" "Binh Phuoc" 2017 83 1 "other_K13" 6 2005 8 0.142857142857143 12 10.2650602409639 -1.79175946922805
"388" "Vietnam" "Binh Phuoc" 2018 201 0 "other_K13" 7 2005 8 0 13 NA NA
"389" "Vietnam" "Gia Lai" 2015 34 5 "other_K13" 9 2015 4 0.357142857142857 0 7.76470588235294 -0.587786664902119
"390" "Vietnam" "Gia Lai" 2016 5 1 "other_K13" 1 2015 4 0.5 1 1.2 0
"391" "Vietnam" "Gia Lai" 2017 181 3 "other_K13" 64 2015 4 0.0447761194029851 2 7.646408839779 -3.06027079469156
"392" "Vietnam" "Gia Lai" 2018 110 1 "other_K13" 16 2015 4 0.0588235294117647 3 5.67272727272727 -2.77258872223978
"393" "Vietnam" "Khanh Hoa" 2014 21 6 "other_K13" 8 2014 2 0.428571428571429 0 NA -0.287682072451781
"394" "Vietnam" "Khanh Hoa" 2017 17 8 "other_K13" 8 2014 2 0.5 3 NA 0
"395" "Vietnam" "Ninh Thuan" 2003 2 0 "other_K13" 2 2012 1 0 -9 NA NA
"396" "Vietnam" "Ninh Thuan" 2012 17 1 "other_K13" 16 2012 1 0.0588235294117647 0 NA -2.77258872223978
"397" "Vietnam" "Ninh Thuan" 2017 11 0 "other_K13" 11 2012 1 0 5 NA NA
"398" "Vietnam" "Quang Nam" 2012 68 60 "other_K13" 8 2012 2 0.882352941176471 0 NA 2.01490302054226
"399" "Vietnam" "Quang Nam" 2013 3 1 "other_K13" 2 2012 2 0.333333333333333 1 NA -0.693147180559945
"400" "Vietnam" "Quang Tri" 2010 6 1 "other_K13" 5 2010 1 0.166666666666667 0 NA -1.6094379124341
"401" "Vietnam" "Quang Tri" 2017 22 0 "other_K13" 13 2010 1 0 7 NA NA
