"country" "District" "year" "n" "Locus" "freq" "nobs" "min_year" "adj_year" "wt_med" "lrsmed"
"257" "Cambodia" "Preah Vihear" 2016 5 "R539T" 0 1 2011 5 NA NA
"258" "Cambodia" "Pursat" 2007 40 "R539T" 0.0413033540585138 5 2007 0 1.9 -3.14463099278824
"259" "Cambodia" "Pursat" 2009 25 "R539T" 0.196093158747102 5 2007 2 4 -1.4108935473357
"260" "Cambodia" "Pursat" 2010 152 "R539T" 0.172103102767087 5 2007 3 21.5526315789474 -1.57079489446526
"261" "Cambodia" "Pursat" 2011 110 "R539T" 0.262762733941545 5 2007 4 21.3545454545455 -1.03165830264988
"262" "Cambodia" "Pursat" 2012 85 "R539T" 0 5 2007 5 NA NA
"263" "Cambodia" "Pursat" 2013 67 "R539T" 0.0702783518623825 5 2007 6 4.62686567164179 -2.58242142624448
"264" "Cambodia" "Pursat" 2014 37 "R539T" 0 5 2007 7 NA NA
"265" "Cambodia" "Pursat" 2015 20 "R539T" 0 5 2007 8 NA NA
"266" "Cambodia" "Pursat" 2016 92 "R539T" 0 5 2007 9 NA NA
"267" "Cambodia" "Pursat" 2017 36 "R539T" 0 5 2007 10 NA NA
"268" "Cambodia" "Pursat" 2018 3 "R539T" 0 5 2007 11 NA NA
"269" "Cambodia" "Ratanakiri" 2010 51 "R539T" 0 1 2017 -7 NA NA
"270" "Cambodia" "Ratanakiri" 2011 93 "R539T" 0 1 2017 -6 NA NA
"271" "Cambodia" "Ratanakiri" 2012 44 "R539T" 0 1 2017 -5 NA NA
"272" "Cambodia" "Ratanakiri" 2013 20 "R539T" 0 1 2017 -4 NA NA
"273" "Cambodia" "Ratanakiri" 2014 29 "R539T" 0 1 2017 -3 NA NA
"274" "Cambodia" "Ratanakiri" 2016 89 "R539T" 0 1 2017 -1 NA NA
"275" "Cambodia" "Ratanakiri" 2017 80 "R539T" 0.0747893279764225 1 2017 0 NA -2.51534626443001
"276" "Cambodia" "Ratanakiri" 2018 5 "R539T" 0 1 2017 1 NA NA
"277" "Laos" "Attapeu" 2011 59 "R539T" 0.0169491525423729 4 2011 0 0.983050847457627 -4.06044301054642
"278" "Laos" "Attapeu" 2012 27 "R539T" 0.037037037037037 4 2011 1 0.962962962962963 -3.25809653802148
"279" "Laos" "Attapeu" 2017 67 "R539T" 0.0334649777489799 4 2011 6 1.94029850746269 -3.36321808250618
"280" "Laos" "Attapeu" 2018 57 "R539T" 0.332603041755473 4 2011 7 12.6666666666667 -0.696435296583783
"281" "Laos" "Champasak" 2017 97 "R539T" 0.0905669325546798 1 2017 0 NA -2.30673223897036
"282" "Laos" "Champasak" 2018 118 "R539T" 0 1 2017 1 NA NA
"283" "Thailand" "Ranong" 2011 10 "R539T" 0 1 2012 -1 NA NA
"284" "Thailand" "Ranong" 2012 17 "R539T" 0.0594417379048319 1 2012 0 NA -2.76147695687331
"285" "Thailand" "Sisakhet" 2011 5 "R539T" 1 3 2011 0 NA NA
"286" "Thailand" "Sisakhet" 2012 19 "R539T" 0.93592720285349 3 2011 1 0.947368421052631 2.6815178063622
"287" "Thailand" "Sisakhet" 2013 4 "R539T" 0.659242106810747 3 2011 2 0.75 0.659918617704959
"288" "Thailand" "Sisakhet" 2015 47 "R539T" 0 3 2011 4 NA NA
"289" "Thailand" "Sisakhet" 2016 11 "R539T" 0 3 2011 5 NA NA
"290" "Thailand" "Sisakhet" 2017 26 "R539T" 0 3 2011 6 NA NA
"291" "Vietnam" "Binh Phuoc" 2005 12 "R539T" 0 1 2011 -6 NA NA
"292" "Vietnam" "Binh Phuoc" 2009 18 "R539T" 0 1 2011 -2 NA NA
"293" "Vietnam" "Binh Phuoc" 2010 97 "R539T" 0 1 2011 -1 NA NA
"294" "Vietnam" "Binh Phuoc" 2011 122 "R539T" 0.0668796755550907 1 2011 0 NA -2.63563904002442
"295" "Vietnam" "Binh Phuoc" 2012 31 "R539T" 0 1 2011 1 NA NA
"296" "Vietnam" "Binh Phuoc" 2013 16 "R539T" 0 1 2011 2 NA NA
"297" "Vietnam" "Binh Phuoc" 2014 8 "R539T" 0 1 2011 3 NA NA
"298" "Vietnam" "Binh Phuoc" 2015 48 "R539T" 0 1 2011 4 NA NA
"299" "Vietnam" "Binh Phuoc" 2016 68 "R539T" 0 1 2011 5 NA NA
"300" "Vietnam" "Binh Phuoc" 2017 87 "R539T" 0 1 2011 6 NA NA
"301" "Vietnam" "Binh Phuoc" 2018 235 "R539T" 0 1 2011 7 NA NA
"302" "Vietnam" "Gia Lai" 2015 37 "R539T" 0 1 2017 -2 NA NA
"303" "Vietnam" "Gia Lai" 2016 5 "R539T" 0 1 2017 -1 NA NA
"304" "Vietnam" "Gia Lai" 2017 200 "R539T" 0.0123959048730599 1 2017 0 NA -4.37791573811337
"305" "Vietnam" "Gia Lai" 2018 116 "R539T" 0 1 2017 1 NA NA
"306" "Cambodia" "Battambang" 2008 25 "other_K13" 0.178312068464684 2 2008 0 NA -1.52782546877461
"307" "Cambodia" "Battambang" 2009 40 "other_K13" 0.181718664477285 2 2008 1 NA -1.5047465169083
"308" "Cambodia" "Pailin" 2007 3 "other_K13" 0.499561018437226 5 2007 0 0.666666666666667 -0.00175592670226492
"309" "Cambodia" "Pailin" 2008 34 "other_K13" 0.361773635546366 5 2007 1 7.76470588235294 -0.56767432357206
"310" "Cambodia" "Pailin" 2009 16 "other_K13" 0.598056064409192 5 2007 2 3.75 0.397371887560108
"311" "Cambodia" "Pailin" 2010 10 "other_K13" 0 5 2007 3 NA NA
"312" "Cambodia" "Pailin" 2011 50 "other_K13" 0.300553976766718 5 2007 4 10.5 -0.844661265315034
"313" "Cambodia" "Pailin" 2012 41 "other_K13" 0 5 2007 5 NA NA
"314" "Cambodia" "Pailin" 2015 47 "other_K13" 0.0714442001901282 5 2007 8 2.80851063829787 -2.56471374761793
"315" "Cambodia" "Pailin" 2016 58 "other_K13" 0 5 2007 9 NA NA
"316" "Cambodia" "Pailin" 2017 26 "other_K13" 0 5 2007 10 NA NA
"317" "Cambodia" "Preah Vihear" 2011 79 "other_K13" 0.0638848454215211 2 2011 0 NA -2.68465632490219
"318" "Cambodia" "Preah Vihear" 2012 78 "other_K13" 0.0344544708777687 2 2011 1 NA -3.33305448897691
"319" "Cambodia" "Preah Vihear" 2013 28 "other_K13" 0 2 2011 2 NA NA
"320" "Cambodia" "Preah Vihear" 2014 12 "other_K13" 0 2 2011 3 NA NA
"321" "Cambodia" "Preah Vihear" 2015 4 "other_K13" 0 2 2011 4 NA NA
"322" "Cambodia" "Preah Vihear" 2016 5 "other_K13" 0 2 2011 5 NA NA
"323" "Cambodia" "Pursat" 2007 40 "other_K13" 0.321673971161496 7 2007 0 8.775 -0.746089520166435
"324" "Cambodia" "Pursat" 2009 25 "other_K13" 0.50717885937709 7 2007 2 6.24 0.0287174109250094
"325" "Cambodia" "Pursat" 2010 152 "other_K13" 0.472412003303642 7 2007 3 37.8947368421053 -0.110464176624066
"326" "Cambodia" "Pursat" 2011 110 "other_K13" 0.234374343130117 7 2007 4 19.8545454545455 -1.18377375760931
"327" "Cambodia" "Pursat" 2012 85 "other_K13" 0.305830043816674 7 2007 5 18.0470588235294 -0.819687288871182
"328" "Cambodia" "Pursat" 2013 67 "other_K13" 0.36468293469818 7 2007 6 15.4029850746269 -0.555095885703658
"329" "Cambodia" "Pursat" 2014 37 "other_K13" 0 7 2007 7 NA NA
"330" "Cambodia" "Pursat" 2015 20 "other_K13" 0 7 2007 8 NA NA
"331" "Cambodia" "Pursat" 2016 92 "other_K13" 0 7 2007 9 NA NA
"332" "Cambodia" "Pursat" 2017 36 "other_K13" 0.425424940434122 7 2007 10 8.75 -0.300542211497946
"333" "Cambodia" "Pursat" 2018 3 "other_K13" 0 7 2007 11 NA NA
"334" "Cambodia" "Ratanakiri" 2010 51 "other_K13" 0 3 2014 -4 NA NA
"335" "Cambodia" "Ratanakiri" 2011 93 "other_K13" 0 3 2014 -3 NA NA
"336" "Cambodia" "Ratanakiri" 2012 44 "other_K13" 0 3 2014 -2 NA NA
"337" "Cambodia" "Ratanakiri" 2013 20 "other_K13" 0 3 2014 -1 NA NA
"338" "Cambodia" "Ratanakiri" 2014 29 "other_K13" 0.0385885266198927 3 2014 0 0.96551724137931 -3.21544749496221
"339" "Cambodia" "Ratanakiri" 2016 89 "other_K13" 0.0353774415483603 3 2014 2 2.89887640449438 -3.30566252107243
"340" "Cambodia" "Ratanakiri" 2017 80 "other_K13" 0.140219821680785 3 2014 3 9.4875 -1.81346540390131
"341" "Cambodia" "Ratanakiri" 2018 5 "other_K13" 0 3 2014 4 NA NA
"342" "Laos" "Salavan" 2017 102 "other_K13" 0.0918665984153832 1 2017 0 NA -2.29105377832201
"343" "Laos" "Salavan" 2018 43 "other_K13" 0 1 2017 1 NA NA
"344" "Laos" "Savannakhet" 2010 45 "other_K13" 0 1 2018 -8 NA NA
"345" "Laos" "Savannakhet" 2017 261 "other_K13" 0 1 2018 -1 NA NA
"346" "Laos" "Savannakhet" 2018 133 "other_K13" 0.0085447709155509 1 2018 0 NA -4.7538542851821
"347" "Laos" "Sekong" 2015 7 "other_K13" 0.589541464521067 3 2015 0 1.71428571428571 0.362070141966805
"348" "Laos" "Sekong" 2016 4 "other_K13" 0 3 2015 1 NA NA
"349" "Laos" "Sekong" 2017 12 "other_K13" 0.73910394265233 3 2015 2 2.25 1.04131648388201
"350" "Laos" "Sekong" 2018 2 "other_K13" 0.5 3 2015 3 0.5 0
"351" "Myanmar" "Bago" 2011 12 "other_K13" 0.166666666666667 2 2011 0 NA -1.6094379124341
"352" "Myanmar" "Bago" 2012 81 "other_K13" 0.119739768099799 2 2011 1 NA -1.99489679302722
"353" "Myanmar" "Bago" 2013 1 "other_K13" 0 2 2011 2 NA NA
"354" "Myanmar" "Bago" 2015 11 "other_K13" 0 2 2011 4 NA NA
"355" "Myanmar" "Bago" 2016 16 "other_K13" 0 2 2011 5 NA NA
"356" "Myanmar" "Bago" 2017 3 "other_K13" 0 2 2011 6 NA NA
"357" "Myanmar" "Kachin" 2013 12 "other_K13" 0.797103587794725 2 2013 0 NA 1.36828907838434
"358" "Myanmar" "Kachin" 2014 16 "other_K13" 0.539021357882579 2 2013 1 NA 0.156403482677899
"359" "Myanmar" "Kayin" 2015 1 "other_K13" 0 2 2016 -1 NA NA
"360" "Myanmar" "Kayin" 2016 422 "other_K13" 0.182860372856901 2 2016 0 NA -1.49708711075029
"361" "Myanmar" "Kayin" 2017 272 "other_K13" 0.156964931437528 2 2016 1 NA -1.68098614309653
"362" "Myanmar" "Mandalay" 2012 3 "other_K13" 0 5 2013 -1 NA NA
"363" "Myanmar" "Mandalay" 2013 56 "other_K13" 0.286679621117204 5 2013 0 11.4285714285714 -0.911565369236061
"364" "Myanmar" "Mandalay" 2014 18 "other_K13" 0.277777777777778 5 2013 1 3.61111111111111 -0.955511445027436
"365" "Myanmar" "Mandalay" 2015 16 "other_K13" 0.123595900368288 5 2013 2 1.75 -1.95880990958711
"366" "Myanmar" "Mandalay" 2016 21 "other_K13" 0.0733510030814317 5 2013 3 1.80952380952381 -2.53631866999066
"367" "Myanmar" "Mandalay" 2017 6 "other_K13" 0.655772882588557 5 2013 4 1.33333333333333 0.644512848877423
"368" "Myanmar" "Sagaing" 2012 75 "other_K13" 0.183411764705882 1 2012 0 NA -1.49340126628181
"369" "Myanmar" "Shan" 2011 22 "other_K13" 0.0454545454545455 2 2011 0 NA -3.04452243772342
"370" "Myanmar" "Shan" 2012 31 "other_K13" 0.161290322580645 2 2011 1 NA -1.64865862558738
"371" "Myanmar" "Tanintharyi" 2011 51 "other_K13" 0.182120601172124 1 2011 0 NA -1.5020457801093
"372" "Thailand" "Ranong" 2011 10 "other_K13" 0.627011343367608 2 2011 0 NA 0.519416623956484
"373" "Thailand" "Ranong" 2012 17 "other_K13" 0.0467954291392374 2 2011 1 NA -3.01404401030419
"374" "Thailand" "Tak" 2001 37 "other_K13" 0 10 2003 -2 NA NA
"375" "Thailand" "Tak" 2002 52 "other_K13" 0 10 2003 -1 NA NA
"376" "Thailand" "Tak" 2003 85 "other_K13" 0.0176323160843285 10 2003 0 0.988235294117647 -4.02023230226226
"377" "Thailand" "Tak" 2004 79 "other_K13" 0 10 2003 1 NA NA
"378" "Thailand" "Tak" 2005 50 "other_K13" 0.02 10 2003 2 0.98 -3.89182029811063
"379" "Thailand" "Tak" 2006 2 "other_K13" 0 10 2003 3 NA NA
"380" "Thailand" "Tak" 2007 29 "other_K13" 0.0241379310344828 10 2003 4 0.96551724137931 -3.69953674858792
"381" "Thailand" "Tak" 2008 308 "other_K13" 0.0406591520497293 10 2003 5 12.4512987012987 -3.16102247858642
"382" "Thailand" "Tak" 2009 16 "other_K13" 0 10 2003 6 NA NA
"383" "Thailand" "Tak" 2010 16 "other_K13" 0.0357142857142857 10 2003 7 0.9375 -3.29583686600433
"384" "Thailand" "Tak" 2011 54 "other_K13" 0.184974562243655 10 2003 8 8.14814814814815 -1.48300101048626
"385" "Thailand" "Tak" 2012 95 "other_K13" 0.229783922420196 10 2003 9 16.9052631578947 -1.20953169610624
"386" "Thailand" "Tak" 2013 115 "other_K13" 0.267109425626589 10 2003 10 22.6434782608696 -1.00933799787365
"387" "Thailand" "Tak" 2014 7 "other_K13" 0 10 2003 11 NA NA
"388" "Thailand" "Tak" 2015 10 "other_K13" 0 10 2003 12 NA NA
"389" "Thailand" "Tak" 2016 2 "other_K13" 0.5 10 2003 13 0.5 0
"390" "Thailand" "Tak" 2017 1 "other_K13" 1 10 2003 14 NA NA
"391" "Vietnam" "Binh Phuoc" 2005 12 "other_K13" 0.333333333333333 8 2005 0 2.66666666666667 -0.693147180559945
"392" "Vietnam" "Binh Phuoc" 2009 18 "other_K13" 0.172441191191191 8 2005 4 2.5 -1.56842391505891
"393" "Vietnam" "Binh Phuoc" 2010 97 "other_K13" 0.191725831094252 8 2005 5 15.2783505154639 -1.43883493045228
"394" "Vietnam" "Binh Phuoc" 2011 122 "other_K13" 0.235477520607627 8 2005 6 22.1065573770492 -1.17763597397676
"395" "Vietnam" "Binh Phuoc" 2012 31 "other_K13" 0.232476051415287 8 2005 7 5.41935483870968 -1.19438246728561
"396" "Vietnam" "Binh Phuoc" 2013 16 "other_K13" 0 8 2005 8 NA NA
"397" "Vietnam" "Binh Phuoc" 2014 8 "other_K13" 0.209302325581395 8 2005 9 1.5 -1.32913594727994
"398" "Vietnam" "Binh Phuoc" 2015 48 "other_K13" 0.181324063510811 8 2005 10 7.3125 -1.50740248707158
"399" "Vietnam" "Binh Phuoc" 2016 68 "other_K13" 0 8 2005 11 NA NA
"400" "Vietnam" "Binh Phuoc" 2017 87 "other_K13" 0.0625857339252679 8 2005 12 4.71264367816092 -2.70658794457553
"401" "Vietnam" "Binh Phuoc" 2018 235 "other_K13" 0 8 2005 13 NA NA
"402" "Vietnam" "Gia Lai" 2015 37 "other_K13" 0.135248993021502 3 2015 0 4.32432432432432 -1.85532413990364
"403" "Vietnam" "Gia Lai" 2016 5 "other_K13" 0.5 3 2015 1 1.2 0
"404" "Vietnam" "Gia Lai" 2017 200 "other_K13" 0 3 2015 2 NA NA
"405" "Vietnam" "Gia Lai" 2018 116 "other_K13" 0.0498264603764525 3 2015 3 5.68965517241379 -2.94809846541602
"406" "Vietnam" "Khanh Hoa" 2011 5 "other_K13" 0 2 2014 -3 NA NA
"407" "Vietnam" "Khanh Hoa" 2014 32 "other_K13" 0.198675496688742 2 2014 0 NA -1.39459316393459
"408" "Vietnam" "Khanh Hoa" 2017 22 "other_K13" 0.461821219715957 2 2014 3 NA -0.153012964443638
"409" "Vietnam" "Ninh Thuan" 2003 10 "other_K13" 0 1 2012 -9 NA NA
"410" "Vietnam" "Ninh Thuan" 2005 6 "other_K13" 0 1 2012 -7 NA NA
"411" "Vietnam" "Ninh Thuan" 2006 7 "other_K13" 0 1 2012 -6 NA NA
"412" "Vietnam" "Ninh Thuan" 2007 7 "other_K13" 0 1 2012 -5 NA NA
"413" "Vietnam" "Ninh Thuan" 2012 46 "other_K13" 0.0217391304347826 1 2012 0 NA -3.80666248977032
"414" "Vietnam" "Ninh Thuan" 2014 1 "other_K13" 0 1 2012 2 NA NA
"415" "Vietnam" "Ninh Thuan" 2017 21 "other_K13" 0 1 2012 5 NA NA
"416" "Vietnam" "Ninh Thuan" 2018 1 "other_K13" 0 1 2012 6 NA NA
"417" "Vietnam" "Quang Nam" 2012 84 "other_K13" 0.74834714100065 2 2012 0 NA 1.0898163683913
"418" "Vietnam" "Quang Nam" 2013 6 "other_K13" 0.166666666666667 2 2012 1 NA -1.6094379124341
"419" "Vietnam" "Quang Tri" 2010 15 "other_K13" 0.0148148148148148 1 2010 0 NA -4.19720194766181
"420" "Vietnam" "Quang Tri" 2017 25 "other_K13" 0 1 2010 7 NA NA
